# v5-12 조립 sha 표 · MODE=tpose · ASM2=0 · 칸 108 · D_MM=9
c87.5-h155-s40_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.278mm — 갈래 D
c87.5-h155-s40_M	9082	00f521cbd71cb3947f83677beda725ade92ec24052cb252a3815149770417d43
c87.5-h155-s40_L	9948	e1a893eb04c60aa95a27af12149eebfd0c78b545cd960b4bcca38fb80e0d92e5
c87.5-h155-s40_XL	10846	25f433251c50ca62d3641b04a894945f55547a88eea52dde36430256becfd5f0
c87.5-h155-s45_S	8354	ff023fb76c3582c447c650bcd12ebcee1208afb476719049a7dc0523f0a7dfbc
c87.5-h155-s45_M	9082	3802803600b0e9a5194b958edce7b9715339f9c9bbb3ed7244eb485526f3da55
c87.5-h155-s45_L	9948	cf7c1e2f826e55997ce3fbdac4a70a5075780ca1eabfd52fbe7adde3a7b0d665
c87.5-h155-s45_XL	10846	ad4fb4fcbb7c8fcbcf6877df29828890a8cc18343270f3d2153b7e71c1e2c314
c87.5-h155-s50_S	8354	76d6212081019dea35de342a30c708a9476311742723d43ae619a773accbf5a9
c87.5-h155-s50_M	9082	a3e3c5d394d4b464bf70cf07cb6ec8ff1972d0304bd67d5e819ec7c6226c4889
c87.5-h155-s50_L	9948	0a2139bb43dc1fa12726dea4f2802dffd1208fc6690838decafb2cab25c4f76c
c87.5-h155-s50_XL	10948	7552148a5c1250f6ff907f1744fcf08b15d463f2e07e74761a1e38db6c5b83a5
c87.5-h170-s40_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.474mm — 갈래 D
c87.5-h170-s40_M	9184	73fe22ddf3e245c06f9de13e4ca753e1a76ad0b597496193454c3712e6b6c45c
c87.5-h170-s40_L	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.962mm — 갈래 D
c87.5-h170-s40_XL	10948	2ec5874fa811e3a5dec7ace249a7ae87711080c46ea028275ed2b29814d93902
c87.5-h170-s45_S	8558	f7088faad11a74d01771d5cb98205e2e0fe35e3ca1bef34cac5111908acd933f
c87.5-h170-s45_M	9184	e5fbd3dc9a9bf732afd29fe88dec4821e870602362ecdb60675bde95e25917b7
c87.5-h170-s45_L	10152	c5267f4bfbd2279a796061376af4b053baf50cabba7bde131bf95184c6ef4db8
c87.5-h170-s45_XL	11050	d56aa2ea3e2222635524ac1a52302c322722d0117cf7bc832f8274ea1083952c
c87.5-h170-s50_S	8558	ce83d94521b0ab51f92adfa585c9bf5482a5793480931d3097dc25d5232b0233
c87.5-h170-s50_M	9286	6ffded950e7b3f454b161f5bfb74b3d44a84da4288707e6822cea3ba90a9af23
c87.5-h170-s50_L	10254	20bbfc6e5bbd15ea06ea1f88151abd60bab55828595dbe5b9e8bbb10cc530268
c87.5-h170-s50_XL	11050	9bb33b76be97bdc75c77bb12c7bfb97f07c5db84e8e0f461bad85b47e65c103b
c87.5-h185-s40_S	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 1.444mm — 갈래 D
c87.5-h185-s40_M	9388	522dcb8fbbfbd9b72039b8f3e1abd2ba0f4c81c1989e437000ce648188c72bd8
c87.5-h185-s40_L	10254	d6011c675965884881ed0953d358a70ca740f7b93859a65f7d1429110e3af237
c87.5-h185-s40_XL	THROW	옷 자기 간격 SEP 미달 — 최소쌍 back↔back 0.003067mm — 갈래 D
c87.5-h185-s45_S	8762	d57803990e526b7e3c69e65b31b38fe3c108ebab9e8e83b42aacea78282d4a8a
c87.5-h185-s45_M	9490	6a716ff92d0c1d74530b37c4ad63f79a557639489e2dabbdb953d8a4d5dcf6ee
c87.5-h185-s45_L	10458	68c7b1423debb90c8b656af097d1f6647ab06ab3764b5bb84bc9fb5f8c568368
c87.5-h185-s45_XL	11254	90e6ce8666408330415a901248b350cbfb6d0173014cb7db0745536f8c5b61c4
c87.5-h185-s50_S	9068	9bb8779ed609d82ccf3f47f0ca310d3cc9aa3a31719a447feac0600ffdcf51f6
c87.5-h185-s50_M	THROW	목 밑동(벽/지붕 전이)을 못 찾는다 — 갈래 D
c87.5-h185-s50_L	10356	4c665c952a20295c6914ef8c0a6e13e15aa7334002d82d56f3d935e0ad10ba71
c87.5-h185-s50_XL	11458	88a5bfe8252c11f2ba990469391c197de831c0ab2317eb13ebb3f702f8d0a91e
c100-h155-s40_S	8252	9522170fb5f3831c09dd6c055494d3b300a1a87dda351fbf1f7f65914b4cf364
c100-h155-s40_M	THROW	옷 자기 간격 SEP 미달 — 최소쌍 front↔back 0.01233mm — 갈래 D
c100-h155-s40_L	9948	519b46cddc3fba2348dd390aa8a656c2b30fe8800d4ccffe8236cb07c44e9004
c100-h155-s40_XL	10846	cd7a875773424b8e230711409e90f4ea05ed7d3f9294258e17c9845cd43675d0
c100-h155-s45_S	8354	18c28064c4ba57ff9a09f25717c7478f1f24545e3038af506bdf38fe9f333bc9
c100-h155-s45_M	9082	ba78c47f156b65ccc06d024b51d92341cb85516587a4a40ff0adb4cae67abb30
c100-h155-s45_L	9948	93ba434d1a451a510e55a4771c6a7b36dc987ab347c2525991ff8b96c9d71a50
c100-h155-s45_XL	10846	3bc9e0b20d47e3c24114b47cc64534f79ed9092b7077bb665c0c5fab81e5903a
c100-h155-s50_S	8354	22d23140d9946d81cebb338b61cd01c8990e6348400e4e901b148a05c9368906
c100-h155-s50_M	9184	d5e73c4ff3e65721e303b1dcc80cc556c87a8e85e9c8e6019dc6ca07b6651a46
c100-h155-s50_L	10050	626314c688cf34b4545d90ae61b865482c2c580e8b0bec7ea0ff1002bc2d6e52
c100-h155-s50_XL	10948	0e54d38e24305fb91126894bf26e0b02be77c493d61483bfde8a59ea1ab7b3e9
c100-h170-s40_S	8558	a521eaa0fea1cc1f10dee60210e8bba80bcd84a27d7035245ba8eb491582f526
c100-h170-s40_M	9184	392313b0a2629644fd762818210367f000fee4cbbfc71ed97d1e059404ad7acb
c100-h170-s40_L	10152	2cff4144d91133d81cbf8e681cee2938cae6a87bb364011f3a2d528c23a78d85
c100-h170-s40_XL	10948	152dd622e7b7577d42ca4c7757399209a55709b541ad335029f8103b404870b6
